"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,143405,43200,17800,204405,2.66,156742,76.7,57469,2.615,18.646,5.401,6.307,6.455,35.835,34.138,34.048,14.732,16.633,0,0,0,0,0,0,0,0.004,26040,14040,6900,5100,8807,16556,0.019,0.035,-97.9780473714616,-97.6485148514851
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,313675,109800,41400,464875,6.05,370076,79.6,108250,6.175,6.247,4.007,4.582,4.669,0.76,-2.553,-3.052,13.697,8.445,0,0,0,0,6180,9774,0.013,0.025,80030,45630,21500,12900,28920,70532,0.061,0.149,-91.3922588099365,-92.450495049505
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,41015,12900,4800,58715,0.764,48465,82.5,15104,0.809,13.367,4.721,5.578,5.71,18.734,18.632,18.579,15.149,19.941,0,0,0,0,485,721,0.001,0.001,8280,4680,2100,1500,2747,8034,0.006,0.017,-99.0179087232814,-99.2574257425743
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,667995,275500,85200,1028695,13.387,814603,79.2,210252,13.592,-6.306,3.101,3.691,3.782,-22.011,-21.488,-21.471,12.015,-4.875,0,0,0,0,6700,11404,0.014,0.011,135330,69030,33900,32400,23770,93929,0.05,0.198,-88.5615251299827,-93.8118811881188
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,162185,61300,19800,243285,3.166,185005,76,58598,3.087,-0.596,3.877,4.735,4.872,-2.487,0.712,1.169,12.242,-3.079,0,0,0,0,0,0,0,0.01,27640,14040,6400,7200,6266,28660,0.013,0.06,-96.5337954939341,-98.3910891089109
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,76785,26800,9700,113285,1.474,90919,80.3,29319,1.517,5.832,4.434,5.302,5.439,11.515,12.775,12.949,13.751,8.867,0,0,0,0,503,3163,0.001,0.006,14020,7020,3800,3200,4488,15860,0.009,0.033,-98.0935875216638,-98.8861386138614
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,238500,90200,30800,359500,4.678,254750,70.9,69823,4.251,-0.034,3.144,3.679,3.761,-20.921,-21.763,-21.892,11.473,-9.169,0,0,0,0,1422,5964,0.003,0.012,55820,30420,14800,10600,11948,54073,0.025,0.114,-93.4142114384749,-96.9059405940594
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,5490,3500,900,9890,0.129,9424,95.3,2541,0.157,-27.286,3.018,3.841,3.971,-24.108,-18.312,-17.532,11.192,-11.389,0,0,0,0,8,146,0,0.001,700,0,300,400,8,853,0,0.002,-99.8844598497978,-100
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,4320,3500,800,8620,0.112,7915,91.8,2379,0.132,-39.034,2.732,3.595,3.726,-31.291,-23.543,-22.634,9.09,-28.034,0,0,0,0,8,230,0,0.001,600,0,200,400,357,1064,0.001,0.002,-99.8844598497978,-99.8762376237624
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,5106465,1927400,650400,7684265,100,5993363,77.995,1886813,100,0,3.976,4.702,4.816,0,0,0,12.631,0,0,0,0,0,82198,136278,0.173,0.294,1029070,539370,262800,226900,383555,821257,0.808,1.731,0,0
