"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,400230,0,16600,416830,18.787,329258,79,104529,18.657,5.318,1.235,1.48,1.519,17.436,19.037,19.295,3.89,4.591,85850,76050,9800,0,13765,15972,0.029,0.085,85850,76050,9800,0,53578,71282,0.113,0.15,-82.5783972125435,-83.551673944687
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,68175,0,2900,71075,3.203,61036,85.9,15157,3.459,14.325,1.14,1.338,1.368,8.423,7.612,7.448,4.591,23.449,14570,12870,1700,0,4038,4554,0.009,0.006,14570,12870,1700,0,9297,13201,0.02,0.028,-96.7479674796748,-97.0887918486172
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,69935,0,2900,72835,3.283,61483,84.4,22227,3.484,52.897,2.182,2.466,2.51,107.473,98.354,97.066,6.035,62.266,13400,11700,1700,0,2724,3306,0.006,0.027,13400,11700,1700,0,8500,12406,0.018,0.026,-96.9802555168409,-97.3799126637555
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,35460,0,1500,36960,1.666,26240,71,5262,1.487,-32.531,0.449,0.534,0.546,-57.288,-57.092,-57.093,2.24,-39.777,6750,5850,900,0,236,277,0,0.006,6750,5850,900,0,2148,2637,0.005,0.006,-99.3031358885017,-99.2721979621543
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,79530,0,3200,82730,3.729,70794,85.6,17129,4.011,-18.695,0.787,0.915,0.938,-25.141,-26.373,-26.369,3.253,-12.522,17110,15210,1900,0,2482,3011,0.005,0.012,17110,15210,1900,0,10695,16141,0.023,0.034,-96.0511033681765,-96.6521106259097
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,33495,0,1300,34795,1.568,26718,76.8,5861,1.514,27.705,1.005,1.169,1.195,-4.383,-5.987,-6.192,4.584,23.242,6650,5850,800,0,1600,1651,0.003,0.001,6650,5850,800,0,5561,5808,0.012,0.012,-98.6062717770035,-98.2532751091703
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,149475,0,6200,155675,7.016,132496,85.1,40565,7.508,39.02,1.694,1.938,1.977,61.073,55.881,55.212,5.532,48.753,31780,28080,3700,0,5514,6134,0.012,0.035,31780,28080,3700,0,21809,28299,0.046,0.06,-93.0313588850174,-93.3042212518195
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,101655,0,4200,105855,4.771,92702,87.6,24525,5.253,10.694,1.199,1.426,1.462,14.033,14.677,14.792,4.533,21.872,21220,18720,2500,0,3165,3814,0.007,0.009,21220,18720,2500,0,17543,24180,0.037,0.051,-94.0766550522648,-94.6142649199418
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,345770,0,14300,360070,16.228,273724,76,80387,15.51,-1.028,1.033,1.231,1.262,-1.748,-1.02,-0.936,3.518,-5.407,74020,65520,8500,0,10956,12162,0.023,0.024,74020,65520,8500,0,61961,72074,0.131,0.152,-82.3461091753775,-80.9315866084425
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,175690,0,7000,182690,8.234,162563,89,58452,9.212,-22.744,1.156,1.369,1.403,9.91,10.11,10.165,3.214,-13.573,36860,32760,4100,0,13473,14618,0.028,0.018,36860,32760,4100,0,51148,54109,0.108,0.114,-86.7595818815331,-84.2794759825328
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,62675,0,2500,65175,2.937,52880,81.1,13202,2.996,31.02,1.241,1.449,1.483,17.996,16.521,16.443,4.97,33.631,13200,11700,1500,0,2426,3177,0.005,0.004,13200,11700,1500,0,10068,15090,0.021,0.032,-96.2833914053426,-96.943231441048
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,108925,0,4500,113425,5.112,90643,79.9,31725,5.136,-10.22,1.174,1.343,1.368,11.663,7.991,7.439,3.355,-9.795,23760,21060,2700,0,2660,2907,0.006,0.025,23760,21060,2700,0,17490,17967,0.037,0.038,-95.5865272938444,-94.6142649199418
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,17615,0,600,18215,0.821,14118,77.5,4301,0.8,21.804,1.344,1.588,1.626,27.849,27.74,27.683,4.413,18.657,3910,3510,400,0,823,903,0.002,0.001,3910,3510,400,0,3617,4500,0.008,0.009,-98.9547038327526,-98.8355167394469
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,280725,0,11600,292325,13.175,211857,72.5,35902,12.005,-7.788,0.53,0.63,0.646,-49.643,-49.305,-49.295,3.125,-15.982,59550,52650,6900,0,11590,12362,0.024,0.011,59550,52650,6900,0,30291,37763,0.064,0.08,-90.7084785133566,-90.684133915575
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,73265,0,3000,76265,3.437,63008,82.6,14117,3.57,7.921,0.934,1.141,1.174,-11.168,-8.253,-7.838,4.169,12.102,15840,14040,1800,0,1537,2277,0.003,0.01,15840,14040,1800,0,6664,12051,0.014,0.025,-97.0963995354239,-97.962154294032
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,33495,0,1300,34795,1.568,28199,81,7148,1.598,12.579,1.081,1.293,1.326,2.805,3.967,4.127,4.265,14.672,6650,5850,800,0,828,1420,0.002,0.006,6650,5850,800,0,4607,8142,0.01,0.017,-98.0255516840883,-98.5443959243086
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,91080,0,3600,94680,4.267,62679,66.2,16621,3.552,-8.819,0.749,0.876,0.895,-28.818,-29.576,-29.693,2.823,-24.103,18580,16380,2200,0,2562,3097,0.005,0.012,18580,16380,2200,0,9984,11829,0.021,0.025,-97.0963995354239,-96.943231441048
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,1980,0,200,2180,0.098,2008,92.1,806,0.114,-44.49,0.957,1.218,1.26,-8.972,-2.02,-1.085,2.385,-35.88,0,0,0,0,58,58,0,0.001,0,0,0,0,303,179,0.001,0,-100,-99.8544395924309
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,1980,0,200,2180,0.098,2372,108.8,1062,0.134,-46.601,1.22,1.605,1.663,15.981,29.062,30.595,2.724,-26.756,0,0,0,0,22,24,0,0.001,0,0,0,0,648,659,0.001,0.001,-99.883855981417,-99.8544395924309
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,2131155,0,87600,2218755,100,1764778,79.539,498978,100,0,1.052,1.243,1.274,0,0,0,3.719,0,449700,397800,51900,0,80459,91724,0.17,0.294,449700,397800,51900,0,325912,408317,0.687,0.861,0,0
